"NAME","neg1825000_neg2975000","75000_neg2525000","625000_neg3475000","neg1425000_neg3225000","1775000_neg3725000","neg1425000_neg3475000","neg1225000_neg3775000","neg1425000_neg3275000","1225000_neg1275000","neg1175000_neg3275000","neg1075000_neg2825000","neg1075000_neg2375000","rwibald_type"
"178___",NA,NA,"-3.630758e-05",NA,NA,"-3.630758e-05","-3.630758e-05",NA,NA,NA,NA,NA,"other"
"179___",NA,NA,"-1.584181e-05",NA,NA,"-1.584181e-05","-1.584181e-05",NA,NA,"-1.584181e-05",NA,NA,"other"
"180___",NA,NA,"-2.020151e-05",NA,NA,"-2.020151e-05","-2.020151e-05",NA,NA,"-2.020151e-05",NA,NA,"other"
"181___",NA,NA,"-6.029602e-06",NA,NA,"-6.029602e-06","-6.029602e-06",NA,NA,"-6.029602e-06",NA,NA,"other"
"182___",NA,NA,"-1.157549e-05",NA,"-1.157549e-05","-1.157549e-05","-1.157549e-05",NA,NA,"-1.157549e-05",NA,NA,"other"
"183___",NA,NA,NA,NA,"6.899068e-06",NA,NA,NA,NA,NA,NA,NA,"other"
"184___",NA,NA,NA,NA,"-2.292827e-05",NA,NA,NA,NA,NA,NA,NA,"other"
"185___",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"186___",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"187___",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"188___",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"189___",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.301308e-05","other"
"190___",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"191___",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"192___",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"193___",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"194___",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"195___",NA,NA,NA,NA,"-4.500934e-06",NA,NA,NA,NA,NA,NA,NA,"other"
"196___",NA,NA,NA,NA,"-2.733386e-05",NA,NA,NA,NA,NA,NA,NA,"other"
"197___",NA,NA,NA,NA,"-5.928645e-05",NA,NA,NA,NA,NA,NA,NA,"other"
"198___",NA,NA,NA,NA,"-4.070552e-05",NA,NA,NA,NA,NA,NA,NA,"other"
"199___",NA,NA,NA,NA,"-2.615254e-05",NA,NA,NA,NA,NA,NA,NA,"other"
"200___",NA,NA,NA,NA,"-9.582659e-06",NA,NA,NA,NA,NA,NA,NA,"other"
"201___",NA,NA,NA,NA,"-2.672766e-05",NA,NA,NA,NA,NA,NA,NA,"other"
"202___",NA,NA,NA,NA,"-3.147331e-05",NA,NA,NA,NA,NA,NA,"-3.147331e-05","other"
"203___",NA,NA,NA,NA,"-3.155094e-05",NA,NA,NA,NA,NA,NA,"-3.155094e-05","other"
"204___",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"205___",NA,NA,NA,NA,"-0.0001601789",NA,NA,NA,NA,NA,NA,NA,"other"
"206___",NA,NA,NA,NA,"-0.0001313773",NA,"-0.0001313773",NA,NA,NA,NA,NA,"other"
"207___",NA,NA,NA,NA,"-4.298767e-05",NA,"-4.298767e-05",NA,NA,NA,NA,NA,"other"
"208___",NA,NA,NA,NA,"-4.458551e-05",NA,"-4.458551e-05",NA,NA,NA,NA,NA,"other"
"209___",NA,NA,NA,NA,"-3.649967e-05",NA,"-3.649967e-05",NA,NA,NA,NA,NA,"other"
"210___",NA,NA,NA,NA,"-3.175059e-05",NA,"-3.175059e-05",NA,NA,NA,NA,NA,"other"
"211___",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"212___",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"neo-endemic"
"213___",NA,NA,NA,NA,"-0.0003766911",NA,NA,NA,NA,NA,NA,NA,"other"
"214___",NA,NA,NA,NA,"-0.0001470915",NA,NA,NA,NA,NA,NA,NA,"other"
"215___",NA,NA,NA,NA,"-0.0002597179",NA,NA,NA,NA,NA,NA,NA,"other"
"216___",NA,NA,NA,NA,"-0.0002021922",NA,NA,NA,NA,NA,NA,NA,"other"
"217___",NA,NA,NA,NA,"-0.0001772664",NA,NA,NA,NA,NA,NA,NA,"other"
"218___",NA,NA,NA,NA,"-0.0001643743",NA,NA,NA,NA,NA,NA,NA,"other"
"219___",NA,NA,NA,NA,"-0.0001558722",NA,NA,NA,NA,NA,NA,NA,"other"
"220___",NA,NA,NA,NA,"-0.0001255637",NA,NA,NA,NA,NA,NA,NA,"other"
"221___",NA,NA,NA,NA,"-2.449907e-05",NA,"-2.449907e-05",NA,NA,NA,NA,NA,"other"
"222___",NA,NA,NA,NA,"-6.901212e-05",NA,NA,NA,NA,NA,NA,NA,"other"
"223___",NA,NA,NA,NA,"-5.047591e-05",NA,NA,NA,NA,NA,NA,NA,"other"
"224___",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"225___",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"226___",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"227___",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"228___",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"229___",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"230___",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"231___",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"232___",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"233___",NA,NA,NA,NA,"-0.0001063598",NA,NA,NA,NA,NA,NA,NA,"other"
"234___",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"235___",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"236___",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"237___",NA,NA,NA,NA,"-0.0002193026",NA,NA,NA,NA,NA,NA,NA,"other"
"238___",NA,NA,NA,NA,"-0.0003622361",NA,NA,NA,NA,NA,NA,NA,"other"
"239___",NA,NA,NA,NA,"-0.0001644363",NA,NA,NA,NA,NA,NA,NA,"other"
"240___",NA,NA,NA,NA,"-9.060585e-05",NA,NA,NA,NA,NA,NA,NA,"other"
"241___",NA,NA,NA,NA,"-9.721061e-05",NA,NA,NA,NA,NA,NA,NA,"other"
"242___",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"243___",NA,NA,NA,NA,"-2.94428e-05",NA,NA,NA,NA,NA,NA,NA,"other"
"244___",NA,NA,NA,NA,"-3.65352e-05",NA,NA,NA,NA,NA,NA,NA,"other"
"245___",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"246___",NA,NA,NA,NA,"-7.334207e-05",NA,NA,NA,NA,NA,NA,NA,"other"
"247___",NA,NA,NA,NA,"-4.788422e-05",NA,NA,NA,NA,NA,NA,NA,"other"
"248___",NA,NA,NA,NA,"-2.790305e-05",NA,NA,NA,NA,NA,NA,NA,"other"
"249___",NA,NA,NA,NA,"-2.492282e-05",NA,NA,NA,NA,NA,NA,NA,"other"
"250___",NA,NA,NA,NA,"-2.628078e-05",NA,NA,NA,NA,NA,NA,NA,"other"
"251___",NA,NA,NA,NA,"-2.255728e-05",NA,NA,NA,NA,NA,NA,NA,"other"
"252___",NA,NA,NA,NA,"-2.476873e-05",NA,NA,NA,NA,NA,NA,NA,"other"
"253___",NA,NA,NA,NA,"-2.16134e-05",NA,NA,NA,NA,NA,NA,NA,"other"
"254___",NA,NA,NA,NA,"-1.754224e-05",NA,NA,NA,NA,NA,NA,NA,"other"
"255___",NA,NA,NA,NA,"-1.967698e-05",NA,NA,NA,NA,NA,NA,NA,"other"
"256___",NA,NA,NA,NA,"-2.142319e-05",NA,NA,NA,NA,NA,NA,NA,"other"
"257___",NA,NA,NA,NA,"-1.380274e-05",NA,"-1.380274e-05",NA,NA,NA,NA,NA,"other"
"258___",NA,NA,NA,NA,"-1.948402e-05",NA,"-1.948402e-05",NA,NA,NA,NA,NA,"other"
"259___",NA,NA,NA,NA,"-1.455516e-05",NA,"-1.455516e-05",NA,NA,NA,NA,"-1.455516e-05","other"
"260___",NA,NA,NA,NA,"-1.644187e-05",NA,"-1.644187e-05",NA,NA,NA,NA,"-1.644187e-05","other"
"261___",NA,NA,NA,NA,"-1.264718e-05",NA,"-1.264718e-05",NA,NA,NA,NA,"-1.264718e-05","other"
"262___",NA,NA,NA,NA,"-1.346712e-05",NA,"-1.346712e-05",NA,NA,NA,NA,"-1.346712e-05","other"
"263___",NA,NA,NA,NA,"-1.281808e-05",NA,"-1.281808e-05",NA,NA,NA,NA,"-1.281808e-05","other"
"264___",NA,NA,"-7.039213e-07",NA,"-7.039213e-07","-7.039213e-07","-7.039213e-07",NA,NA,"-7.039213e-07",NA,"-7.039213e-07","other"
"265___",NA,"-7.986315e-06","-7.986315e-06",NA,"-7.986315e-06","-7.986315e-06","-7.986315e-06",NA,NA,"-7.986315e-06",NA,"-7.986315e-06","other"
"266___",NA,"1.23299e-05","1.23299e-05",NA,"1.23299e-05","1.23299e-05","1.23299e-05",NA,NA,"1.23299e-05",NA,"1.23299e-05","other"
"267___",NA,NA,NA,"4.65311e-05",NA,NA,NA,NA,NA,NA,NA,NA,"other"
"268___",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"neo-endemic"
"269___",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"270___",NA,NA,NA,NA,"-3.828807e-05",NA,NA,NA,NA,NA,NA,NA,"other"
"271___",NA,NA,NA,NA,"-3.597358e-05",NA,NA,NA,NA,NA,NA,NA,"other"
"272___",NA,NA,NA,NA,"-4.00026e-05",NA,NA,NA,NA,NA,NA,NA,"other"
"273___",NA,NA,NA,NA,"-2.599759e-05",NA,NA,NA,NA,NA,NA,NA,"other"
"274___",NA,NA,NA,NA,"-3.387334e-05",NA,NA,NA,NA,NA,NA,NA,"other"
"275___",NA,NA,NA,NA,"-2.117104e-05",NA,NA,NA,NA,NA,NA,NA,"other"
"276___",NA,NA,NA,NA,"-3.065552e-05",NA,NA,NA,NA,NA,NA,NA,"other"
"277___",NA,NA,NA,"-2.145698e-05","-2.145698e-05",NA,NA,NA,NA,NA,NA,NA,"other"
"278___",NA,NA,NA,"-8.155248e-05",NA,NA,"-8.155248e-05","-8.155248e-05",NA,NA,NA,NA,"other"
"279___",NA,NA,"-8.370914e-05","-8.370914e-05",NA,NA,"-8.370914e-05","-8.370914e-05",NA,NA,NA,NA,"other"
"280___",NA,NA,NA,NA,NA,NA,"-0.0008578415",NA,NA,NA,NA,NA,"neo-endemic"
"281___",NA,NA,NA,NA,NA,NA,"0.001610963",NA,NA,NA,NA,NA,"other"
"282___",NA,NA,NA,NA,NA,NA,"-4.31811e-05",NA,NA,NA,NA,NA,"other"
"283___",NA,NA,"-3.047878e-05","-3.047878e-05",NA,NA,"-3.047878e-05","-3.047878e-05",NA,NA,NA,NA,"other"
"284___",NA,NA,NA,NA,NA,"1.11106e-06",NA,NA,NA,NA,NA,NA,"other"
"285___",NA,NA,NA,NA,NA,"-0.0001331069","-0.0001331069",NA,NA,NA,NA,NA,"other"
"286___",NA,NA,NA,NA,NA,"-1.793927e-05","-1.793927e-05",NA,NA,NA,NA,NA,"other"
"287___",NA,"1.349347e-06","1.349347e-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"288___",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"289___",NA,NA,"-1.715657e-05","-1.715657e-05",NA,NA,NA,NA,NA,NA,NA,NA,"other"
"290___",NA,"-8.802374e-06","-8.802374e-06","-8.802374e-06",NA,NA,NA,NA,NA,NA,NA,NA,"other"
"291___",NA,"-4.28527e-06","-4.28527e-06","-4.28527e-06",NA,NA,NA,NA,NA,NA,NA,NA,"other"
"292___",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"293___",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"294___",NA,NA,"-1.87442e-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"295___",NA,NA,"-5.947755e-05",NA,NA,NA,"-5.947755e-05",NA,NA,NA,NA,NA,"other"
"296___",NA,NA,"-5.615272e-05",NA,NA,NA,"-5.615272e-05",NA,NA,NA,NA,NA,"other"
"297___",NA,NA,"-2.893286e-05",NA,NA,NA,"-2.893286e-05",NA,NA,NA,NA,NA,"other"
"298___",NA,NA,"-3.012765e-06",NA,NA,NA,"-3.012765e-06",NA,NA,NA,NA,NA,"other"
"299___",NA,NA,NA,NA,NA,NA,"-1.434089e-05",NA,NA,NA,NA,NA,"other"
"300___",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"301___",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"302___",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"303___",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"304___",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"305___",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"306___",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"307___",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.0001826889",NA,"other"
"308___",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-7.150337e-05",NA,"other"
"309___",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"310___",NA,NA,"-4.310517e-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"311___",NA,NA,"-2.969882e-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"312___",NA,NA,"-8.303462e-06",NA,NA,NA,NA,NA,NA,NA,"-8.303462e-06",NA,"other"
"313___",NA,NA,"-2.195625e-05",NA,NA,NA,NA,NA,NA,NA,"-2.195625e-05",NA,"other"
"314___",NA,NA,"8.550544e-06",NA,NA,NA,NA,NA,NA,NA,"8.550544e-06",NA,"other"
"315___",NA,NA,"-1.360577e-05",NA,NA,NA,NA,NA,NA,NA,"-1.360577e-05",NA,"other"
"316___",NA,NA,"-8.155654e-06",NA,NA,NA,NA,NA,NA,NA,"-8.155654e-06",NA,"other"
"317___",NA,NA,"-3.6764e-06",NA,NA,NA,NA,NA,NA,NA,"-3.6764e-06",NA,"other"
"318___",NA,NA,"-2.858826e-06",NA,NA,NA,"-2.858826e-06",NA,NA,NA,"-2.858826e-06",NA,"other"
"319___",NA,NA,"-1.036546e-05",NA,NA,NA,"-1.036546e-05",NA,NA,NA,"-1.036546e-05",NA,"other"
"320___",NA,NA,"-7.582573e-06",NA,NA,NA,"-7.582573e-06",NA,NA,NA,"-7.582573e-06",NA,"other"
"321___",NA,NA,NA,NA,NA,NA,"1.127079e-05",NA,NA,NA,NA,NA,"other"
"322___",NA,NA,"-0.0001723323",NA,NA,NA,"-0.0001723323",NA,NA,NA,NA,NA,"other"
"323___",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"324___",NA,NA,NA,NA,"-7.629775e-06",NA,NA,NA,NA,NA,NA,NA,"other"
"325___",NA,NA,NA,NA,"-7.400957e-06",NA,NA,NA,NA,NA,NA,NA,"other"
"326___",NA,NA,NA,NA,"3.194652e-06",NA,NA,NA,NA,NA,NA,NA,"other"
"327___",NA,NA,NA,NA,"-1.893384e-05",NA,NA,NA,NA,NA,NA,NA,"other"
"328___",NA,NA,NA,NA,"-1.600702e-05",NA,NA,NA,NA,NA,NA,NA,"other"
"329___",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"330___",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"331___",NA,NA,NA,NA,NA,NA,"-7.066344e-05",NA,NA,NA,NA,NA,"other"
"332___",NA,NA,NA,NA,NA,NA,"-5.792977e-05",NA,NA,NA,NA,NA,"other"
"333___",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"334___",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"335___",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"336___",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"337___",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"338___",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"339___",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"340___",NA,NA,NA,NA,NA,NA,"-1.348368e-05",NA,NA,NA,NA,NA,"other"
"341___",NA,NA,NA,NA,NA,NA,"-1.822461e-05",NA,NA,NA,NA,NA,"other"
"342___",NA,NA,NA,NA,"-1.500211e-05",NA,"-1.500211e-05",NA,NA,NA,NA,NA,"other"
"343___",NA,NA,"-1.495925e-05",NA,"-1.495925e-05",NA,"-1.495925e-05",NA,NA,NA,NA,NA,"other"
"344___",NA,"-9.056739e-06","-9.056739e-06",NA,"-9.056739e-06",NA,"-9.056739e-06",NA,NA,NA,NA,NA,"other"
"345___",NA,"-3.90436e-06","-3.90436e-06",NA,"-3.90436e-06",NA,"-3.90436e-06",NA,NA,NA,"-3.90436e-06",NA,"other"
"346___",NA,"-1.950995e-06","-1.950995e-06",NA,"-1.950995e-06",NA,"-1.950995e-06",NA,NA,NA,"-1.950995e-06",NA,"other"
"347___",NA,"-5.979683e-06","-5.979683e-06",NA,"-5.979683e-06",NA,"-5.979683e-06",NA,NA,NA,"-5.979683e-06",NA,"other"
"348___",NA,"-5.059794e-06","-5.059794e-06","-5.059794e-06","-5.059794e-06",NA,"-5.059794e-06",NA,NA,NA,"-5.059794e-06",NA,"other"
"349___",NA,"-2.862542e-06","-2.862542e-06","-2.862542e-06","-2.862542e-06","-2.862542e-06","-2.862542e-06",NA,NA,NA,"-2.862542e-06",NA,"other"
"350___",NA,"-4.097893e-06","-4.097893e-06","-4.097893e-06","-4.097893e-06","-4.097893e-06","-4.097893e-06","-4.097893e-06",NA,NA,"-4.097893e-06",NA,"other"
"351___",NA,"-3.260852e-06","-3.260852e-06","-3.260852e-06","-3.260852e-06","-3.260852e-06","-3.260852e-06","-3.260852e-06",NA,NA,"-3.260852e-06",NA,"other"
"352___",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0002047307","other"
"353___",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"354___",NA,NA,NA,NA,NA,NA,NA,"-0.0002661715",NA,NA,NA,NA,"other"
"355___",NA,NA,NA,NA,NA,NA,NA,"3.113269e-05",NA,NA,NA,NA,"other"
"356___",NA,NA,NA,NA,NA,NA,NA,"-2.139786e-05",NA,NA,NA,NA,"other"
"357___",NA,NA,NA,NA,NA,NA,NA,"-2.637097e-05",NA,NA,NA,"-2.637097e-05","other"
"358___","7.38385e-05","7.38385e-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"359___",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.0001144378",NA,NA,"other"
"360___",NA,NA,"-9.239463e-06","-9.239463e-06",NA,"-9.239463e-06","-9.239463e-06","-9.239463e-06",NA,NA,NA,NA,"other"
"361___",NA,NA,"-1.569309e-05","-1.569309e-05",NA,"-1.569309e-05","-1.569309e-05","-1.569309e-05",NA,NA,NA,NA,"other"
"362___",NA,NA,"-1.198298e-05","-1.198298e-05",NA,"-1.198298e-05","-1.198298e-05","-1.198298e-05",NA,NA,NA,NA,"other"
"363___",NA,NA,"5.682603e-07","5.682603e-07",NA,"5.682603e-07","5.682603e-07","5.682603e-07",NA,"5.682603e-07",NA,NA,"other"
"364___",NA,NA,"-1.577057e-05","-1.577057e-05",NA,"-1.577057e-05","-1.577057e-05","-1.577057e-05",NA,"-1.577057e-05",NA,NA,"other"
"365___",NA,NA,NA,"-6.412351e-05",NA,NA,NA,"-6.412351e-05",NA,"-6.412351e-05",NA,NA,"other"
"366___",NA,NA,NA,"-9.747832e-05",NA,NA,NA,"-9.747832e-05",NA,NA,NA,NA,"other"
"367___",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"368___",NA,NA,NA,"-3.491543e-05",NA,NA,NA,"-3.491543e-05",NA,NA,NA,NA,"other"
"369___",NA,NA,NA,"-6.165937e-05",NA,NA,NA,"-6.165937e-05",NA,NA,NA,NA,"other"
"370___",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"371___",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"372___",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"373___",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"374___",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"375___",NA,NA,NA,NA,NA,"-9.07172e-05","-9.07172e-05",NA,NA,NA,NA,NA,"other"
"376___",NA,NA,NA,NA,NA,"-7.137078e-05","-7.137078e-05",NA,NA,NA,NA,NA,"other"
"377___",NA,NA,NA,NA,NA,"-6.473321e-05","-6.473321e-05",NA,NA,NA,NA,NA,"other"
